,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
121,d1,d1,d1,d1,d1,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,d1,d1,d1,d1,d1
120,d1,d1,d1,d1,d1,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,d1,d1,d1,d1,d1
119,d1,d1,d1,d1,d1,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,d1,d1,d1,d1,d1
118,d1,d1,d1,d1,d1,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,d1,d1,d1,d1,d1
117,d1,d1,d1,d1,d1,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,d1,d1,d1,d1,d1
116,d1,d1,d1,d1,d1,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,y4,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
115,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
114,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
113,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
112,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
111,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
110,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
109,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
108,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
107,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
106,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
105,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
104,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
103,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
102,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
101,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
100,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
99,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
98,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
97,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
96,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
95,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
94,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
93,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
92,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
91,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
90,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
89,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
88,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
87,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
86,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
85,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
84,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
83,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
82,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
81,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
80,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
79,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
78,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
77,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
76,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
75,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
74,d1,d1,d1,d1,d1,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,y5,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,d1,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,y3,d1,d1,d1,d1,d1
